Trading Code,Company Name,Last Trading Price,Closing Price,Last Update,Day's Range,Change*,Day's Value (mn),Change(%),52 Weeks' Moving Range,Opening Price,Day's Volume (Nos.),Adjusted Opening Price,Day's Trade (Nos.),Yesterday's Closing Price,Market Capitalization (mn),Authorized Capital (mn),Debut Trading Date,Paid-up Capital (mn),Type of Instrument,Face/par Value,Market Lot,Total No. of Outstanding Securities,Sector,Address,Contact Phone,Fax,E-mail,Web Address,Company Secretary Name,Cell No.,Telephone No.,E-mail
GRAMEENS2,Grameen One,15.30,15.20,3:45 PM,15.10 - 15.30,0.1,0.75,0.66%,15.10 - 21.90,15.20,"49,182.00",15.20,43,15.20,"2,772.448",-,,"1,823.98",Mutual Fund,10.0,1,"182,397,902",Mutual Funds,"AIMS of Bangladesh LimitedUnique Trade Center (UTC),Level 6(SW),8 Panthopath, Karwan Bazar, Dhaka-1215.","48120558, 48120559","48112652,48112653",hello@aims-bangladesh.com,http://www.aims-bangladesh.com,,,,
GREENDELMF,Green Delta Mutual Fund,7.00,7.00,3:45 PM,6.90 - 7.10,0,0.26,0.00%,6.50 - 9.90,7.00,"36,936.00",7.00,53,7.00,"1,050.000",-,,"1,500.00",Mutual Fund,10.0,1,"150,000,000",Mutual Funds,"LR Global Bangladesh Asset Management Company Ltd. Concord IK Tower (4th Floor), Plot # 2, Block # CEN(A), Gulshan-2, Dhaka-1212, Bangladesh.","+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188",(+8802) 9895689,info@lrglobalbd.com,http://www.lrglobalbd.com,,,,
GREENDELT,Green Delta Insurance Ltd.,64.10,64.30,3:45 PM,63.90 - 65.00,-0.7,4.18,-1.08%,63.90 - 128.50,64.00,"65,161.00",64.80,153,64.80,"6,492.195","5,000.00",,"1,001.88",Equity,10.0,1,"100,188,194",Insurance,"Green Delta AIMS Tower (6th Floor) 51-52, Mohakhali C/A, Dhaka-1212","(880-2) 222263902, 222261170, 222281171, EXT: 246",+(880-2) 985-1124,share@green-delta.com,http://www.green-delta.com,Md. Oliullah Khan FCS,01730029747,"8802 222263902, 222261170, 222281171 Ext-246",oli@green-delta.com
GSPFINANCE,GSP Finance Company (Bangladesh) Limited,31.40,31.40,3:45 PM,31.10 - 31.70,-0.3,34.22,-0.95%,20.50 - 34.70,31.10,"1,092,879.00",31.70,471,31.70,"4,979.074","2,000.00",,"1,570.69",Equity,10.0,1,"157,068,585",Financial Institutions,"1, Paribagh, Mymensingh Road, Ramna, Dhakaâ€ 1000.",+8802 223360506,+8802 223360194,secretariat@gspfinance.com,http://www.gspfinance.com,Md. Mizanur Rahman,01768-729301,880-2 9674306 Ext-288,mizannt@yahoo.com
HAKKANIPUL,Hakkani Pulp & Paper Mills Ltd.,62.30,62.30,3:45 PM,62.10 - 64.90,-1,14.61,-1.58%,46.90 - 97.30,62.10,"234,474.00",63.30,476,63.30,"1,202.700",500.00,,190.00,Equity,10.0,1,"19,000,000",Paper & Printing,"2/10 D.T.Road. North Pahartali,  Chittagong and Flat#B-3, Topkhana Road, Purana Paltan, Dhaka-1000(Share Office)","01714-87508, +88-02-43151463,+88-02-43151464-65 (PABX), FAX-'+88-02-43152344",+88-02-43152344,companysecretary@hakkanigroup.com,http://www.hakkanigroup.com,Mohammad Musa,01714-087510,"+88-02-43151463-EXT-126,",companysecretary@hakkanigroup.com
HEIDELBCEM,Heidelberg Cement Bangladesh Ltd.,191.50,192.00,3:45 PM,191.30 - 195.50,-3.7,1.21,-1.90%,191.30 - 379.00,191.30,"6,257.00",195.20,113,195.20,"11,029.501","1,000.00",,565.04,Equity,10.0,1,"56,503,590",Cement,"\""Symphony\"" (6th & 7th Floor), Plot্# SE(F)9, Road# 142, Gulshan Avenue (South), Gulshan-1, Dhaka-1212.","02-8815602, '02-58814700 (Ext.:304 & 305)",02-58812584,info.heidelbergcementbd.com,http://www.heidelbergcementbd.com,Md. Emdadul Haque,01730 337 871,"880-02-58811691, Ext.:301",md.emdadul.haque@heidelbergcement.com
HFL,Hamid Fabrics Limited,22.00,22.00,3:45 PM,21.80 - 23.40,-0.2,19.37,-0.90%,16.20 - 38.50,21.80,"879,487.00",22.20,671,22.20,"2,021.472","2,000.00","04 Dec, 2014",910.57,Equity,10.0,1,"91,057,312",Textile,"Hamid Tower (6th Floor)rn24, Gulshan C/A, Circle-2, Dhaka-1212, Bangladesh","8802-883 45 64-65, 883 41 04, 989 45 89; Ext. 401, 402",8802-5881 3077,info@mahingroup.com,http://www.mahingroup.com,ASM Mijanur Rahman,01755 630 983,"8802-883 45 64-65, Ext. - 401",mijan_hfl@mahingroup.com
HRTEX,H.R.Textile Ltd.,115.10,115.10,3:45 PM,106.20 - 116.00,8.9,75.93,8.38%,51.00 - 116.00,106.20,"682,327.00",106.20,"1,527",106.20,"2,821.203","1,000.00",,265.65,Equity,10.0,1,"26,565,000",Textile,"Pride Hamza (5th floor), House # 54, Road # 01, Sector # 06, Uttara, Dhaka-1230.",01990409190,8802-222299147,hrtex_cs@pride-grp.com,http://www.pride-grp.com/hrt,Md. Wali Ullah,(+88) 01990409011,,waliullah_cs@pride-grp.com
HWAWELLTEX,Hwa Well Textiles (BD) Limited,44.10,44.10,3:45 PM,44.00 - 44.60,0.1,0.20,0.23%,39.70 - 52.50,44.30,"4,616.00",44.00,26,44.00,"2,464.000","1,000.00","14 May, 2014",560.00,Equity,10.0,1,"56,000,000",Textile,"Alamin Icon Center, Flat # A7, Level # 7, House # 57/4, Pragati Sarani, Kuril Bishwa Road, Dhaka - 1212.","880-2-8412935, 8412936",880-2-8412937,share@hwawelltex.com,http://www.hwawelltex.com,Devabrata Saha,01841041441,880-2-8412937,devabrata@hwawelltex.com
IBBLPBOND,IBBL Mudaraba Perpetual Bond,"1,040.00","1,058.00",3:45 PM,"1,030.50 - 1,060.00",-7,0.94,-0.67%,"965.50 - 1,123.50","1,040.50",889.00,"1,047.00",25,"1,047.00","3,141.000",-,,"3,000.00",Corporate Bond,1000.0,1,"3,000,000",Corporate Bond,"Head Office, Islami Bank Tower,40, Dilkusha Commercial Area, Dhaka-1000.","9563040, 9567161 - 7, 9560099","880 - 02 - 9564532, 9568634",www.islamibankbd.com,http://www.islamibankbd.com,,,,
IBNSINA,The IBN SINA  Pharmaceutical Industry Ltd.,284.20,283.20,3:45 PM,281.00 - 284.20,0.7,9.27,0.25%,251.10 - 307.00,283.00,"32,872.00",283.50,163,283.50,"8,857.568",500.00,,312.44,Equity,10.0,1,"31,243,627",Pharmaceuticals & Chemicals,"Tanin Center, Plot-3, Asad Gate, Mirpur Road, Mohammadpur, Dhaka-1207",02-41022151-8,880-2-9118847,shareipi@ibnsinapharma.com,http://www.ibnsinapharma.com,Md. Kabir Hossain,01713 094075,02-41022151-8,cs@ibnsinapharma.com
IBP,Indo-Bangla Pharmaceuticals Limited,17.60,17.60,3:45 PM,17.20 - 17.70,0.2,6.20,1.15%,16.40 - 27.90,17.20,"355,046.00",17.40,255,17.40,"1,979.026","1,500.00","18 Oct, 2018","1,137.37",Equity,10.0,1,"113,737,140",Pharmaceuticals & Chemicals,"Plot # 183 (7th floor), Road # 04, Block # B, Ahmed Akbar Sobhan Road, Bashundhara R/A, Baridhara, Dhaka-1229","09678777995, 0431-61028, 0431-2174977",,info@indo-banglapharma.com,http://www.indo-banglapharma.com,Mohi Uddin,1777685176,9678777995,mahfuzdk85@yahoo.com
ICB,Investment Corporation Of Bangladesh,95.90,95.90,3:45 PM,95.20 - 96.90,0.8,2.77,0.84%,93.70 - 174.00,96.90,"28,928.00",95.10,135,95.10,"76,633.057","10,000.00",,"8,058.16",Equity,10.0,1,"805,815,527",Financial Institutions,"BDBL Building (Level 14-17),  8, Rajuk Avenue (Level 14-21), Motijheel C/A, Dhaka -1000","02223358158, 09666777778 Ext-1414.",88-02-223383313,icb@agni.com,http://www.icb.gov.bd,Mrs. Ruksana Yasmin,01674904507,02223353319,dgm_secretary@icb.gov.bd
ICB3RDNRB,ICB AMCL Third NRB Mutual Fund,6.70,6.60,3:45 PM,6.60 - 6.90,0,0.22,0.00%,6.00 - 8.00,6.90,"32,338.00",6.70,26,6.70,670.000,-,,"1,000.00",Mutual Fund,10.0,1,"100,000,000",Mutual Funds,"Green City Edge Building (4th floor)rn89, Kakrail, Dhaka- 1000.",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
ICBAGRANI1,ICB AMCL First Agrani Bank Mutual Fund,9.30,9.30,3:45 PM,9.30 - 9.30,-0.1,0.40,-1.06%,8.40 - 10.20,9.30,"43,100.00",9.40,3,9.40,922.619,-,"08 Oct, 2017",982.00,Mutual Fund,10.0,1,"98,151,000",Mutual Funds,"Green City Edge Building (4th floor)rn89, Kakrail, Dhaka- 1000.",Phone: +88-02-8300412,Fax: +88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
ICBAMCL2ND,ICB AMCL Second Mutual Fund,8.90,8.70,3:45 PM,8.60 - 8.90,0.2,0.89,2.30%,8.10 - 15.30,8.80,"102,137.00",8.70,49,8.70,435.000,-,,500.00,Mutual Fund,10.0,1,"50,000,000",Mutual Funds,"Green City Edge (4th floor)rn89, Kakrail, Dhaka- 1000.",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
ICBEPMF1S1,ICB Employees Provident MF 1,7.10,7.10,3:45 PM,7.10 - 7.20,0,0.02,0.00%,6.60 - 8.80,7.10,"2,373.00",7.10,18,7.10,532.500,-,,750.00,Mutual Fund,10.0,1,"75,000,000",Mutual Funds,"Green City Edge (4th floor)rn89, Kakrail, Dhaka- 1000.",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
ICBIBANK,ICB Islamic Bank Limited,5.80,5.80,3:45 PM,5.80 - 5.80,-0.1,1.91,-1.69%,3.80 - 7.40,5.80,"329,837.00",5.90,90,5.90,"3,921.744","15,000.00",,"6,647.02",Equity,10.0,1,"664,702,300",Bank,"T.K. Bhaban (15th Floor), 13, Karwan Bazar, Dhaka - 1215","55012061-65, 55012079",55012060,ds.board@icbislamic-bd.com,http://www.icbislamic-bd.com,"Uttam Kumar Dey, FCS",01847090781,55012061-65 Ext. 110,ds.board@icbislamic-bd.com
ICBSONALI1,ICB AMCL Sonali Bank Limited 1st Mutual Fund,7.90,7.70,3:45 PM,7.70 - 7.90,0.1,0.09,1.28%,7.40 - 9.80,7.70,"11,178.00",7.80,37,7.80,780.000,-,"12 Jun, 2013","1,000.00",Mutual Fund,10.0,1,"100,000,000",Mutual Funds,"ICB Asset Management Company Limited, rnGreen City Edge(4th floor)rn89, Kakrail, Dhaka- 1000.",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
IDLC,IDLC Finance Ltd.,46.80,46.50,3:45 PM,45.30 - 47.50,1,6.38,2.18%,45.30 - 75.40,45.80,"136,615.00",45.80,249,45.80,"19,038.991","10,000.00",,"4,156.98",Equity,10.0,1,"415,698,485",Financial Institutions,"Bay’s Galleria (1st Floor), 57 Gulshan Avenue, Dhaka 1212",+880 (2) 883 4990 (Auto Hunting),+880 (2) 883 4377,companysecretary@idlc.com,http://www.idlc.com,Abul Fazal Mohamed Rubayat ACS,01730374531,+880 (2) 883 4990 ext. 144 (Auto Hunting),mrubayat@idlc.com
IFADAUTOS,IFAD Autos Limited,46.70,46.50,3:45 PM,45.90 - 47.20,-0.1,11.58,-0.21%,43.10 - 68.40,46.00,"250,819.00",46.80,349,46.80,"11,838.079","3,000.00","05 Feb, 2015","2,529.50",Equity,10.0,1,"252,950,412",Engineering,"Sonar Tori Tower (13th-18th Floor) 12, Bipanan C/A, Sonargaon Road, Dhaka-1000","01966670916, 09612114444, +88 02 9632753-7, +88 02 9632761-2","8870304,  9632764",contact@ifadautos.com,http://www.ifadautos.com,"Md. Sazzad Hossain Talukder, ACS",01966670915,"+88 02 9632753-7, +88 02 9632761-2, Ext-304",cs.ial@ifadgroup.com
IFIC,IFIC Bank Ltd.,11.90,11.90,3:45 PM,11.40 - 12.10,0.3,40.13,2.59%,10.70 - 21.80,11.40,"3,422,716.00",11.60,"1,147",11.60,"20,716.567","40,000.00",,"17,859.10",Equity,10.0,1,"1,785,910,939",Bank,"IFIC Tower, 61, Purana Paltan, Dhaka - 1000",09666716250 (Hunting)  Ext.234,02-9554102,info@ificbankbd.com,http://www.ificbank.com.bd,Mr. Md. Mokammel Hoque,01711082129,"0966671625, Ext. 122",mokammel@ificbankbd.com
IFIC1STMF,IFIC Bank 1st Mutual Fund,5.30,5.30,3:45 PM,5.20 - 5.30,0.1,0.47,1.92%,5.10 - 7.90,5.20,"88,840.00",5.20,37,5.20,947.273,-,,"1,821.67",Mutual Fund,10.0,1,"182,167,965",Mutual Funds,"Sky View Henolux Center, Office No: D-6, 6th Floor, 3/1, Purana Paltan, Dhaka-1000","01302-399597, 01309-402782",88 02 9361530,info@racebd.com,http://www.racebd.com,,,,
IFILISLMF1,IFIL Islamic Mutual Fund-1,6.40,6.50,3:45 PM,6.40 - 6.50,0,0.09,0.00%,6.10 - 7.80,6.40,"14,299.00",6.40,35,6.40,640.000,-,,"1,000.00",Mutual Fund,10.0,1,"100,000,000",Mutual Funds,"ICB Asset Management Company Ltd.,rnGreen City Edge Building (4th floor)rn89, Kakrail, Dhaka- 1000.",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
ILFSL,International Leasing & Financial Services Ltd.,5.00,5.00,3:45 PM,5.00 - 5.10,-0.1,1.65,-1.96%,5.00 - 11.20,5.10,"327,111.00",5.10,57,5.10,"1,131.232","3,000.00",,"2,218.10",Equity,10.0,1,"221,810,246",Financial Institutions,"DR Tower (13th Floor), 65/2/2, Bir Protik Gazi Golam Dostogir Road, Purana Paltan, Dhaka - 1000","+880-2-9559639, 9586671-75;",+880-2-9559640,info@ilfsl.com,http://www.ilfsl.com,Rahat Mahmud,01710059743,"+880-2-9559639, 9586671-75 (Extension: 157)",rahat@ilfsl.com
IMAMBUTTON,Imam Button Industries Ltd.,137.00,137.00,3:45 PM,137.00 - 137.00,-2.7,0.11,-1.93%,22.60 - 156.80,137.00,822.00,139.70,5,139.70,"1,075.690",100.00,,77.00,Equity,10.0,1,"7,700,000",Pharmaceuticals & Chemicals,"Bhuiyan Mansion (6th Floor), 6, Motijheel C/A, Dhaka-1000.","9551837,  9558617",880 - 02 - 9564238,n/a,http://www.imambutton.com,,,,
INDEXAGRO,Index Agro Industries Limited,107.80,107.80,3:45 PM,104.00 - 109.00,2.9,10.04,2.76%,92.60 - 148.00,104.90,"93,719.00",104.90,419,104.90,"4,956.908","1,000.00","07 Apr, 2021",472.54,Equity,10.0,1,"47,253,649",Miscellaneous,"MF Tower (4th floor), GA-95/C, Middle Badda, Progati Sarani, Dhaka-1212.","02-58817175, 02-222296442",02-58814759,info@index-companies.com,http://www.index-agro.com,Abu Jafar Ali ACS,01844004026,,jafar@index-companies.com
INTECH,Intech  Limited,32.60,32.60,3:45 PM,32.60 - 33.20,-0.6,17.46,-1.81%,25.60 - 45.50,32.60,"535,125.00",33.20,342,33.20,"1,039.865","1,200.00",,313.21,Equity,10.0,1,"31,321,226",IT Sector,"Apartment # A (1st floor), Plot #11/B, Block -CWS (A), Road # 30, Gulshan-1, Dhaka-1212.",01322-894549-50,,info@intechworld.net,http://www.intechworld.net,Md. Emran Hossain Niloy,01322-894545,,cs@intechworld.net
INTRACO,Intraco Refueling Station Limited,29.30,29.30,3:45 PM,29.20 - 30.50,-0.4,171.67,-1.35%,17.70 - 32.50,29.30,"5,821,290.00",29.70,"1,815",29.70,"2,917.513","1,500.00","17 May, 2018",982.33,Equity,10.0,1,"98,232,750",Fuel & Power,"House # 40, Block-J, Pragati Sarani,rnBaridhara, Dhaka- 1212.","88-02-9881887,8833854",88 02 9849851,salahuddin@intracogroup.com,http://www.intracorefueling.com,G.M Salahuddin,01975006060,,salahuddin@intracogroup.com
IPDC,IPDC Finance Limited,58.80,58.80,3:45 PM,58.80 - 60.90,-1.2,57.59,-2.00%,28.80 - 64.90,58.80,"977,824.00",60.00,332,60.00,"22,265.493","8,000.00",,"3,710.92",Equity,10.0,1,"371,091,547",Financial Institutions,"Head Office, 106, Gulshan Avenue, Hosna Center (4th Floor),Dhaka-1212",+880255068931-36 Ext-154,+880255068928 +880255068930,csipdc@ipdcbd.com,http://www.ipdcbd.com,Samiul Hashim,01713463307,+880 55068931-36 Ext-112,samiul.hashim@ipdcbd.com
ISLAMIBANK,Islami Bank Bangladesh Limited,33.00,33.00,3:45 PM,32.70 - 33.10,0.1,6.15,0.30%,28.50 - 35.40,32.70,"186,981.00",32.90,274,32.90,"52,968.693","20,000.00",,"16,100.00",Equity,10.0,1,"1,609,990,668",Bank,"Islami Bank Tower, 40, Dilkusha C/A, Dhaka - 1000rnAndrn63, Dilkusha Commercial Arearn(5th Floor) Dhaka-1000 (Share Office)","(+88-02) 9551105, 9551062, 9550415, Ext-627, 624, 615, Direct: 9564595","(+88-02) 9564532, 9568634",info@islamibankbd.com,http://www.islamibankbd.com,"J Q M Habibullah, FCS",+88-01713046179,+88-02 9563040 (114) Direct: (+88-02) 9552639,Ibblbs@islamibankbd.com
ISLAMICFIN,Islamic Finance & Investment Ltd.,20.50,20.30,3:45 PM,19.80 - 20.80,0.3,3.62,1.49%,19.80 - 35.40,19.90,"180,107.00",20.20,136,20.20,"2,834.599","2,500.00",,"1,403.27",Equity,10.0,1,"140,326,670",Financial Institutions,"Head Office: Impetus Centre (3rd floor), 242/B, Tejgaon- Gulshan Link Road, Tejgaon I/A, Dhaka-1208",88 02 8878725-31,88 02 8878777,info@ifilbd.com,http://www.ifilbd.com,S.Q. Bazlur Rashid,01713018135,88 02 8878725-31 ext. 105,bazlur.rashid@ifilbd.com
ISLAMIINS,Islami Insurance Bangladesh Limited,40.20,40.20,3:45 PM,40.20 - 43.00,-0.8,4.44,-1.95%,39.20 - 79.60,40.20,"110,352.00",41.00,206,41.00,"1,687.774","1,000.00",,411.65,Equity,10.0,1,"41,165,215",Insurance,"DR Tower (11th Floor), 65/2/2 Purana Paltan (Box Culvert Road) Dhaka-1000.",880-2-55112831-33,+88029562213,islamiinsurance@gmail.com,http://www.islamiinsurance.com,Md. Mujibur Rahman,01727346971,880-2-55112837,islamiinsurance.cs@gmail.com
ISNLTD,Information Services Network Ltd.,58.30,58.30,3:45 PM,58.30 - 59.00,-1.1,21.46,-1.85%,30.00 - 64.20,58.30,"367,886.00",59.40,376,59.40,648.648,500.00,,109.20,Equity,10.0,1,"10,920,003",IT Sector,"TMC Building ( 4th Floor ), 52, New Eskaton, Dhaka - 1000",+880-2  - 48322785-8/ 09602000001,88-02- 9345460,info@bangla.net,http://www.bangla.net,Fakhrul Islam Bhuiyan,01714- 317138/01939-904381,9602000001 (127),secretary.isn@bangla.net.bd
ITC,IT Consultants Limited,33.90,33.40,3:45 PM,32.30 - 33.90,1,1.97,3.04%,30.60 - 47.40,32.40,"59,761.00",32.90,196,32.90,"4,230.699","2,000.00","10 Jan, 2016","1,285.93",Equity,10.0,1,"128,592,664",IT Sector,"Evergreen Plaza (3rd Floor), 260/B, Tejgaon I/A, Dhaka -1208","+88 02 9830310-13, +88 02 9830310-13, Ext-2070",+88 02 9830309,anindya@itcbd.com,http://www.itcbd.com,Anindya Sarkar,01730-799989,"+88 02-9830310-13, Ext-2070",anindya@itcbd.com
JAMUNABANK,Jamuna Bank Ltd.,21.90,21.90,3:45 PM,21.80 - 22.00,-0.1,6.11,-0.45%,19.10 - 26.40,22.00,"279,130.00",22.00,125,22.00,"16,482.964","10,000.00",,"7,492.26",Equity,10.0,1,"749,225,650",Bank,"Jamuna Bank Tower, Plot-14, Block-CWS(C), Bir Uttam AK Khandaker Road, Gulsan model town, Dhaka",+8809610005678 Ex 0119,,head.share@jamunabank.com.bd,http://www.jamunabankbd.com,Mr. M. A. rouf,+8801777743611,+8809610005678 Ex.0106,roufjbl71@yahoo.com
JAMUNAOIL,Jamuna Oil Company Limited,169.40,169.10,3:45 PM,167.00 - 169.40,1.3,0.86,0.77%,155.40 - 199.80,168.10,"5,123.00",168.10,54,168.10,"18,562.375","3,000.00",,"1,104.25",Equity,10.0,1,"110,424,600",Fuel & Power,"Jamuna Bhaban, Agrabad Commercial ArearnChattogram-4100","031-724384, 031-720181-3 031-2520134-92520408,",88-031-713289,joclbd@yahoo.com,http://www.jamunaoil.gov.bd,MD.Masudul Islam,01711-722500,031-724335 031-2520134-9 Ext-214,csjocl2013@gmail.com
JANATAINS,Janata Insurance Company Ltd.,29.90,29.90,3:45 PM,29.90 - 30.70,-0.6,4.17,-1.97%,29.90 - 64.60,30.70,"138,646.00",30.50,173,30.50,"1,354.139","1,000.00",,443.98,Equity,10.0,1,"44,398,012",Insurance,"Janata Insurance Bhaban, GA/95/D, Link Road,Middle Badda,Gulshan- 1, Dhaka- 1212.","02-222262181-82, Ext. 112",,share@jiclbd.com,http://www.jiclbd.com,Mr. Md. Imtiaz Bhuiyan,01741897767,222296183 02-222262181-82 Extn. 112,share@jiclbd.com
JHRML,JMI Hospital Requisite Manufacturing Limited,74.20,74.20,3:45 PM,73.30 - 74.70,-0.5,102.60,-0.67%,22.00 - 97.00,73.30,"1,391,866.00",74.70,"2,558",74.70,"9,359.471","3,000.00","31 Mar, 2022","1,252.94",Equity,10.0,1,"125,294,120",Miscellaneous,"Holdings # 72/C, Progoti Shoroni, Middle Badda, Dhaka-1212",+88-02-55138723-24,+88-02-55138725,cs@jhrml-bd.com,http://www.jhrml-bd.com,Md. Safiqur Rahaman FCS,01777742569,,cs@jhrml-bd.com
JMISMDL,JMI Syringes & Medical Devices Ltd.,300.20,300.20,3:45 PM,294.10 - 305.00,1.8,3.86,0.60%,294.00 - 429.80,294.10,"12,869.00",298.40,209,298.40,"6,594.640","1,000.00","19 Jun, 2013",221.00,Equity,10.0,1,"22,100,000",Pharmaceuticals & Chemicals,"Unique Heights, Level-11, 117 Kazi Nazrul Islam Avenue, Ramna, Dhaka- 1217rnAndrn29/C & 29/D, Tejgaon Industrial ArearnTejgaon, Dhaka-1208 (Share Office)","55138723, 55138724, '8170681-5","55138725, 8170686",info@jmisyringe.com,http://www.jmisyringe.com,Muhammad Tarek Hossain Khan,01777742344,"55138723, 55138724 Ext no. 307",tarek@jmigroup-bd.com
JUTESPINN,Jute Spinners Ltd.,150.00,149.60,3:45 PM,143.90 - 151.20,3.2,0.27,2.18%,94.50 - 192.00,143.90,"1,839.00",146.80,30,146.80,249.560,35.00,,17.00,Equity,10.0,1,"1,700,000",Jute,"House # 71, Road # 9/A (New), Dhanmondi R/A, Dhaka -1209","880-2-8129149, 8113202, 8130463",88 - 02 - 8111650,shams@dhaka.agni.com,,,,,
KARNAPHULI,Karnaphuli Insurance Company Ltd.,29.20,29.20,3:45 PM,29.10 - 29.90,-0.4,1.55,-1.35%,29.10 - 51.90,29.10,"53,012.00",29.60,128,29.60,"1,328.333",600.00,,448.76,Equity,10.0,1,"44,876,114",Insurance,"Meghna Life-Karnaphuli Bima Bhaban (13-14 floor), 11/B and D, Toyenbee Circular Road, Motijheel C/A,  Dhaka - 1000","0223384808, 0223384809",88-02-9555802,kiclshare@yahoo.com,http://www.kiclbd.com,Mrs. F. J. M. Hafiza Sultana,01911263981,9569043 (Direct),kiclshare@yahoo.com
KAY&QUE,Kay & Que (Bangladesh) Ltd.,240.20,240.20,3:45 PM,239.50 - 248.10,0,1.72,0.00%,219.00 - 348.90,248.10,"7,123.00",240.20,111,240.20,"1,236.467","1,000.00",,51.48,Equity,10.0,1,"5,147,657",Engineering,"Anchor Towerrnrn108, Bir Uttam C. R. Datta RoadrnrnDhaka-1205.",02-58610012-18. 02-58610027,+88 - 02 - 9662734,info@kayandque.com,http://www.kayandque.com,Mr. Sayed Ahmad,01313-093636,02-58610012-8 (Ext. 108),sayed.ahmad@multimodebd.com
KBPPWBIL,Khan Brothers PP Woven Bag Industries Limited,14.20,14.20,3:45 PM,14.20 - 14.50,-0.2,21.56,-1.39%,9.60 - 17.00,14.20,"1,515,996.00",14.40,673,14.40,"1,412.350","1,500.00","18 Nov, 2014",980.80,Equity,10.0,1,"98,079,877",Miscellaneous,"KBG Tower (7th & 8th Floor), 15 DIT Road, Malibagh Chowdhurypara,  Dhaka-1219.","8332069, 8332108, 8355726",8332576,info@kbgbd.com,http://www.kbgbd.com,Tapan Kumar Sarker,01611524105,"8332069, 8332108, 8355726       Ext-110",tkumar30@gmail.com
KDSALTD,KDS Accessories Limited,70.70,70.70,3:45 PM,67.00 - 71.50,3.4,124.83,5.05%,48.20 - 84.40,67.30,"1,803,775.00",67.30,"2,517",67.30,"4,790.573","2,000.00","15 Oct, 2015",711.82,Equity,10.0,1,"71,182,361",Engineering,"191-192, Baizid Bostami Road,rnNasirabad I/A, Chattogram- 4210.","031-681240-4, 031-681701-3, 031-685207-9",031-682137,"accessories@kdsgroup.net, manjure.khuda@kdsgroup.net",http://www.kdsaccessories.com,Manjure Khuda,01777775343,"031-681701-3, 031-685207-9, Ext-152",manjure.khuda@kdsgroup.net
KEYACOSMET,Keya Cosmetics Ltd.,6.60,6.60,3:45 PM,6.50 - 6.70,0,12.25,0.00%,6.50 - 11.20,6.60,"1,863,088.00",6.60,457,6.60,"7,275.294","15,000.00",,"11,023.20",Equity,10.0,1,"1,102,317,325",Pharmaceuticals & Chemicals,"Jarun, Konabari, Gazipur.","01751 787781, '01998 008511",9297778,keyacosmetics@keya-bd.com,http://www.keyagroupbd.com,Md. Noor Hossain,01712675421,,noorhossain@keya-bd.com
KOHINOOR,Kohinoor Chemicals Company (Bangladesh) Ltd.,382.70,382.70,3:45 PM,378.10 - 384.90,0.9,5.69,0.24%,361.30 - 549.00,378.90,"14,868.00",381.80,281,381.80,"9,747.683",500.00,,255.31,Equity,10.0,1,"25,530,863",Pharmaceuticals & Chemicals,"Orion House, 153-154 Tejgaon I/ArnDhaka-1208","+88028870146, +88028870133",+88028870130 +88028891523,-,http://www.kohinoor-bd.com,"Mohd. Shamim Kabir, FCMA",01711402522,"8891267-70, Ext-251",shamim.accounts@kccl-bd.com
KPCL,Khulna Power Company Limited,28.50,28.50,3:45 PM,28.50 - 28.90,-0.5,4.82,-1.72%,26.40 - 52.50,28.50,"168,962.00",29.00,174,29.00,"11,524.982","7,000.00",,"3,974.13",Equity,10.0,1,"397,413,179",Fuel & Power,"Landmark (3rd Floor), 12-14 Gulshan North C/A, Gulshan-2, Dhaka-1212","58810932, 58810892, 58810868, 9844217",+88 - 02 - 9843989,"kpcl@khulnapower.com , share.kpcl@khulnapower.com",http://www.khulnapower.com,Md. Mozammel Hossain,+88 01841403333,"58810932, 58810892, 58810868, 9844217 Ext. 25",mozammel@khulnapower.com
KPPL,Khulna Printing & Packaging Limited,9.10,9.00,3:45 PM,8.90 - 9.80,0.1,1.50,1.11%,8.20 - 17.80,9.00,"166,467.00",9.00,116,9.00,657.360,"1,000.00","18 Aug, 2014",730.40,Equity,10.0,1,"73,040,000",Paper & Printing,"Khulna mongla road, Katakhali, Shambagath, Post: lockpur, PS: Fakirhat, Dist: Bagerhat, Khulna.","02222221176, 0466356016-7,0466356016-7",02222221176,kppl_07@yahoo.com,http://www.lockpurgroup.org,Md. Milan Khan,01733909666,,mdmilankhan12@gmail.com
